"The Invoice will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement.", "De factuur zal worden aangemaakt zodra dat Ingenico ePayments (Ogone) een bevestiging stuurt."
"The void request is sent. Please wait until the void request will be accepted.", "De annuleringsaanvraag is verstuurd. Gelieve te wachten tot de annuleringsaanvraag wordt aanvaard."
"There is already one creditmemo in the queue. The Creditmemo will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement.", "Er staat reeds een creditmemo in de rij. De creditmemo zal worden aangemaakt zodra dat Ingenico ePayments (Ogone) een bevestiging stuurt."
"There is one capture request waiting. Please wait until this request is acknowledged.", "Er wacht nog een betalingsaanvraag. Gelieve te wachten tot deze aanvraag is bevestigd."
"There is one void request waiting. Please wait until this request is acknowledged.", "Er wacht nog een annuleringsaanvraag. Gelieve te wachten tot de aanvraag is bevestigd."
"Title of the Ingenico ePayments (Ogone) Template", "Titel van de Ingenico ePayments (Ogone) template"
"Transmit new payment method...", "Transfer nieuwe betaalmethode ..."
"Unknown Ingenico ePayments (Ogone) status: %s.", "Ongekende Ingenico ePayments (Ogone) status: %s."
"URL/filename of the logo. The URL must be absolute and stored on a secure server.", "URL/bestandsnaam van het logo. De URL moet absoluut zijn en het logo moet opgeslagen zijn op een beveiligde server (https)."
"Verical list", "Verticale lijst"
"Void is waiting or uncertain. Ingenico ePayments (Ogone) status: %s.", "Annulering in verwerking of onzeker. Ingenico ePayments (Ogone) status: %s."
"Void order failed. Ingenico ePayments (Ogone) status: %s.", "Annulering bestelling mislukt. Ingenico ePayments (Ogone) status: %s."
"Void order succeed. Ingenico ePayments (Ogone) status: %s.", "Annulering bestelling geslaagd. Ingenico ePayments (Ogone) status: %s."
"Void was refused. Automatic creation failed. Ingenico ePayments (Ogone) status: %s.", "Annulering werd geweigerd. Automatische aanmaak mislukt. Ingenico ePayments (Ogone) status: %s."
"Waiting for payment. Ingenico ePayments (Ogone) status: %s.", "Wachtend op betaling. Ingenico ePayments (Ogone) status: %s."
"Waiting for the payment of the customer", "Wachten op de betaling van de klant"
"You already sent a capture request. Please wait until the capture request is acknowledged.", "U stuurde reeds een betalingsaavraag. Gelieve te wachten tot de aanvraag is bevestigd."
"You already sent a void request. Please wait until the void request will be acknowledged.", "U stuurde reeds een annuleringsaanvraag. Gelieve te wachten tot de annuleringsaanvraag is bevestigd."
"You will be redirected to Ingenico ePayments (Ogone) website when you place an order.", "U zult worden doorverwezen naar de Ingenico ePayments (Ogone) website als u een bestelling plaatst."
"You will be redirected to the payment page after the order confirmation.", "U zult worden doorverwezen naar de betaalpagina na de bevestiging van de bestelling."
"Your details", "Uw gegevens"
"Your given data", "Uw gegeven data"
"Your payment information was declined. Please select another payment method.", "Uw betaalinformatie werd geweigerd. Gelieve een andere betaalmethode te selecteren."
